32,99282,Wax Pattern Coater,292049,08/23/2015 12:47 AM,Responsibility:1b49ebc7-d143-462f-bd4e-24661a810b93,Intern
33,91931,Life Insurance Salesperson,467635,01/08/2017 09:56 PM,Responsibility:80f7f15d-2c29-46e5-bf2c-39d65716e0f8,Intern
34,94069,Ornamental Plasterer,399013,07/12/2015 09:17 PM,Responsibility:b2379543-773a-4af9-987d-08484df4dacf,PartTime
35,93468,Sod Layer,109137,08/05/2016 09:50 AM,Responsibility:d34c0f4a-218b-4f92-9abc-71b8ea14162a,Intern
36,96174,Recreational Aide,202665,02/19/2016 02:56 AM,Responsibility:c85e0bba-e24f-4b71-9c54-4bdbd7f93105,Intern
37,95870,Molecular Physicist,307853,08/09/2017 12:00 AM,Responsibility:be1093a2-2ed7-45ac-8726-b57a58776810,Co-op
38,98264,Computer Operations Manager,59686,10/22/2016 10:08 PM,Responsibility:cb03737f-b5c1-4685-9efc-80dfe3c2b653,Intern
39,97303,Dog Groomer,453226,11/06/2017 03:40 PM,Responsibility:ce07ca69-c9fd-4205-aee8-094dd64aa8f8,PartTime
40,92757,Construction Excavator,217316,03/06/2017 10:56 AM,Responsibility:c1447d5a-be0c-426e-b11d-b7ab091fb5bf,FullTime
41,98295,Social Services Director,348389,05/01/2015 07:45 PM,Responsibility:48d26b05-ac7f-4961-9c1f-48e980f1fbf3,Intern
42,94197,Smoke Jumper,445753,01/17/2017 10:04 PM,Responsibility:1285e015-8198-4ba2-aa54-43a8b7c9636e,FullTime
43,99561,Government Affairs Specialist,259304,12/30/2016 10:25 PM,Responsibility:a6b7e36f-c507-4732-a040-9c6033579fc8,Co-op
44,91204,Family Resource Management Specialist,429351,09/14/2016 11:38 PM,Responsibility:be032916-82d8-476f-8501-24209d0d8987,FullTime
45,99866,Chronometer Repairer,484539,02/09/2017 12:26 AM,Responsibility:fb5e4984-f6de-4483-ad27-3b6f6fbc6431,PartTime
46,91435,Payroll Supervisor,157395,01/13/2016 09:13 AM,Responsibility:03ef74eb-dac2-432c-adf4-291058191029,Intern
47,96000,Fire Lieutenant,65400,05/27/2016 06:06 AM,Responsibility:f3ab432c-1a74-47ec-af99-9b48199255fe,Intern
48,94091,Pipe Layer,441664,10/11/2016 02:07 PM,Responsibility:8818255d-3e86-4719-9ea0-9fd020c624d7,PartTime
49,96638,Blood Donor Recruiter Supervisor,88147,10/10/2015 08:36 AM,Responsibility:dacc7570-afd3-43d8-b558-4339d0bb0c90,FullTime
50,94771,Reference Librarian,344972,02/17/2016 12:04 PM,Responsibility:0cc82c38-fb4f-4782-849f-d7b545ea9896,PartTime
51,91403,Certified Appliance Service Technician,204475,02/16/2015 02:26 AM,Responsibility:22d49b60-1315-41ef-a1e1-4816e5489365,FullTime
52,91640,Actuarial Associate,448783,01/31/2017 05:42 AM,Responsibility:b6dd4bea-b9bb-4ff2-9a97-5b9b3655f816,PartTime
53,91155,Logging Excavator Operator,423825,05/27/2017 12:36 AM,Responsibility:0d29c527-9217-40d8-9212-031411ea7066,PartTime
54,93585,Double Bass Player,207214,11/20/2017 08:43 PM,Responsibility:964e57a2-175d-4d55-ab36-649a7f7332c6,Intern
55,99971,Rail Maintenance Worker,146875,05/30/2016 01:19 PM,Responsibility:7e406ce1-29b4-4b12-9337-e6a282a2edcb,PartTime
56,90905,Welder Helper,202099,01/10/2016 06:29 PM,Responsibility:889933db-b169-44bd-85df-a736ec9e067c,PartTime
57,99334,Topographical Surveyor,67353,02/11/2016 07:24 AM,Responsibility:d76d73f3-e59d-4a20-aecf-522988657cc0,PartTime
58,97386,Court Recording Monitor,143143,11/04/2017 06:57 PM,Responsibility:c696527b-aac7-4b86-aa29-96dfdf8b8825,PartTime
59,92083,Ocular Care Aide,448072,07/08/2017 01:17 AM,Responsibility:df64a10b-e0f4-4f6e-928d-3ac91b4de1cc,FullTime
60,97831,Maintenance Millwright,98570,11/01/2015 02:24 AM,Responsibility:c7ccd13b-40f0-4d6d-882f-1545b8845ac0,Intern
61,92424,Civil Engineering Technologist,87921,06/29/2017 02:19 AM,Responsibility:73e00f06-0fdc-4dbe-8d89-65d916e39cf2,FullTime
62,95182,Offset Lithographic Press Setter and Set-Up Operator,491555,12/09/2017 08:15 PM,Responsibility:0c4cc73c-4508-4a84-b59c-472761f3aa2c,FullTime
63,99094,Boat Detailer,411563,09/04/2016 04:22 PM,Responsibility:3db8460f-1c14-498a-a9f0-650a98baac27,FullTime
64,91225,Tariff Compiling Clerk,377008,04/29/2017 03:33 PM,Responsibility:81a00a38-526f-458b-ba80-fe1c7b52096a,Co-op
65,96481,Program Writer,433090,06/09/2017 07:17 PM,Responsibility:00e5dc07-0039-47bc-92fd-9959fc044408,Co-op
66,98520,Curriculum Coordinator,480543,10/10/2016 02:40 PM,Responsibility:b6e25907-c968-4aa9-9064-469961ea751b,PartTime
67,92186,Car Refinisher,238587,01/29/2017 10:55 AM,Responsibility:d66a17d6-c832-44d5-90d9-b22f5ef82691,Co-op
68,97702,Plate Glass Installer,79285,01/19/2017 12:13 PM,Responsibility:61f61184-ee62-41b5-a02c-fe563138e073,PartTime
69,93740,Master Electrician,441275,03/31/2016 01:16 AM,Responsibility:4f01b776-a26f-451d-9766-c523b0758011,Intern
70,98294,Deck Hand,292487,01/18/2015 02:14 PM,Responsibility:9567b1cf-9b9d-4422-ae23-d89027f745ee,PartTime
71,92699,Water Taxi Operator,164004,08/16/2017 06:23 AM,Responsibility:cd815f5e-6fe9-4ace-920c-8e9081166cc3,PartTime
72,96356,Language Pathologist,118021,08/16/2016 07:59 AM,Responsibility:a80f9b4e-05a4-419d-8639-ad7c7ecd0b9e,FullTime
73,99143,Boilermaker Mechanic,325040,09/23/2016 03:42 AM,Responsibility:c89675b3-0252-4b00-8fe4-e5c3cc0c9f2e,PartTime
74,92505,Cotton Ginner,288661,05/23/2017 03:00 PM,Responsibility:47a13405-aaca-4c5f-92cb-836435bd0a65,PartTime
75,96534,Electrical Systems Drafter,226346,03/12/2017 09:43 AM,Responsibility:f3d871fc-7138-4935-a263-4613945e9d16,Intern
76,99744,Brokerage Purchase-and-Sale Clerk,219980,04/08/2017 07:50 PM,Responsibility:dc559bd6-23d1-4a7c-880b-2fc87060f775,Intern
77,93836,Pediatric Registered Nurse,346966,05/21/2015 11:11 PM,Responsibility:90d250eb-8736-473c-8c0e-314ec8d0329a,Intern
78,91268,Delicatessen Department Manager,347767,06/11/2015 09:59 PM,Responsibility:57a26208-973e-404b-bcdf-f4055811ec19,PartTime
79,90291,Billboard Poster,243024,07/16/2016 03:21 PM,Responsibility:466fd996-7d7b-4813-9c45-5657263b43c0,FullTime
80,91567,Electric Stove Installer,420216,07/17/2017 06:14 AM,Responsibility:92bc2038-ce5b-4820-9875-e266654773d5,PartTime
81,94482,Cardroom Manager,196531,06/29/2016 10:19 PM,Responsibility:29293392-512f-431f-b73a-264321b039a1,FullTime
82,94328,Banking Center Manager,191167,08/17/2015 05:46 AM,Responsibility:243f44d9-80c8-400f-a9d9-31ee6ade4bc1,Intern
83,90694,Pediatric Vascular Surgeon,62126,12/11/2016 04:43 AM,Responsibility:f2ee622c-20d8-4e64-9872-70298108e2b7,Co-op
84,93715,Firebrick Layer,481093,10/02/2015 02:18 AM,Responsibility:0c36b419-1a3f-49f4-8043-346e00260848,FullTime
85,99159,Public Defender,205679,06/21/2015 10:29 AM,Responsibility:3ba0292a-de7b-4707-9083-bce373ca4df8,PartTime
86,94786,Dietary Technician,475629,08/15/2017 12:31 PM,Responsibility:dfae19a1-7e2a-4445-a5de-8d3e56c1cdc9,Co-op
87,91343,Airport Baggage Screener,402436,06/19/2015 03:22 PM,Responsibility:2e34ffbe-69cb-4acc-9766-a034425354a7,Co-op
88,98683,Advertising Copywriter,226792,07/17/2017 10:37 AM,Responsibility:290734ab-65f5-427a-976a-9897bfcadf76,PartTime
89,98466,Shoe Salesperson,92809,01/04/2015 03:04 PM,Responsibility:b822f346-3150-47dd-bc8c-9bc3e1cd23d2,PartTime
90,95464,Window Trimmer,245822,12/27/2015 01:02 PM,Responsibility:f180d607-0e2e-453e-a34e-3c343d96f45a,PartTime
91,98720,Semiconductor Development Technician,123729,10/02/2017 05:01 PM,Responsibility:fa19b8f6-d6fe-455f-b999-0cd61321e394,Intern
92,98923,Construction Job Cost Estimator,82801,04/16/2016 02:55 AM,Responsibility:406a1597-db80-448d-8283-4cfe6f17b5c4,PartTime
93,98255,Boiler Mechanic,285189,04/06/2017 02:33 PM,Responsibility:191dd00f-24d6-4ed6-9b75-999c2069a73f,Co-op
94,93601,Discotheque Dancer,114171,09/11/2015 02:38 PM,Responsibility:d2d7009f-30d2-4eac-bd6f-f12f43e26119,Co-op
95,91048,Semiconductor Assembler,397690,11/16/2016 10:16 PM,Responsibility:4375d3b9-fdbf-4715-8011-91f2676e1cc3,PartTime
96,92718,Ballet Dancer,84847,03/11/2015 10:22 AM,Responsibility:d5d7a243-f87e-4e9d-8e47-56b2f0d24a4e,Intern
97,95902,American Sign Language Interpreter,440767,01/10/2017 01:47 PM,Responsibility:d1e01106-f230-40f5-abed-0c4e9a77bd67,FullTime
98,94563,Bank Examiner,102990,08/06/2015 08:25 PM,Responsibility:450365d2-b16a-477f-8cf3-e8dc678ef372,Co-op
99,96520,Plant Superintendent,382051,10/29/2016 06:42 PM,Responsibility:a57cf31c-1f8a-4bf4-a1bf-9fe8a96cb7d2,PartTime
100,94648,Histologist Technologist,193972,08/09/2015 01:39 AM,Responsibility:b2c7bf10-23c8-4cab-b042-aa64e3e59c49,FullTime
101,90086,Prescription Clerk,355188,09/09/2017 11:42 PM,Responsibility:6e99146d-cb97-4ffb-90a5-1916c1b3a66f,Co-op
102,96725,Football Coach,226570,11/20/2016 06:35 PM,Responsibility:c692ecb3-608e-4745-9ad9-65add6aa246f,Intern
103,92962,Parcel Post Carrier,397329,08/16/2017 07:22 AM,Responsibility:3e651c5b-1fb8-403d-a96f-c7550cdc9f05,FullTime
104,96922,Doctor of Veterinary Medicine (DVM),369879,11/21/2017 02:38 PM,Responsibility:58ea4e04-e8dc-4a09-a06c-3ef6c8efe71b,PartTime
105,98133,Airframe and Power Plant Mechanic,494869,08/24/2017 03:01 PM,Responsibility:ea6b3747-f4a4-49a9-9fdb-e3541eded394,FullTime
106,97274,Cement Mason,489959,11/20/2015 03:54 AM,Responsibility:51c699e8-8317-4157-991f-399222250fdd,FullTime
107,97634,Atmospheric Chemist,309984,05/27/2015 07:14 AM,Responsibility:97c91e81-12b6-4ae4-90ec-440398ff5e61,Intern
108,97909,Boiler Mechanic,430737,08/26/2016 03:41 PM,Responsibility:e7ee5410-5844-41f7-b821-9031307915e8,FullTime
109,98856,Health Services Administrator,282656,12/07/2016 12:54 PM,Responsibility:14de94b5-afe8-43ed-9a79-83ff1d3e1c97,PartTime
110,97761,Case Work Aide,383051,10/07/2016 01:28 PM,Responsibility:f0f22987-8062-4979-984d-7b3fa78f7d8e,PartTime
111,98850,Warranty Clerk,72747,02/09/2016 07:11 AM,Responsibility:eb9ff790-3d85-4729-a3db-e071c457dcf4,Co-op
112,95531,Reservation Sales Agent,361067,12/03/2015 02:54 AM,Responsibility:22d2e699-6f35-4557-a3eb-1d14b131ec2d,FullTime
113,93906,Steel Rod Buster,141272,08/13/2015 03:03 PM,Responsibility:d05ef5b9-4120-4389-8be9-631a1c796fdf,FullTime
114,95101,Music Copyist,197334,02/04/2017 05:44 PM,Responsibility:35ae56ce-0de2-4072-bc12-fb4ab071089f,FullTime
115,96379,Catalog Librarian,201421,08/17/2017 10:35 PM,Responsibility:9c6ddeaa-677a-4dd5-9ecd-d9d5a32f0aa1,Co-op
116,92834,Field Map Technician,89649,06/09/2015 01:34 PM,Responsibility:9a2d1081-ca7e-4c59-b1fa-5852b5ac06a8,Co-op
117,93920,Sole Trimmer,103498,05/09/2015 02:04 AM,Responsibility:60ab35e4-feb1-431c-8f0e-2db4201c212c,Co-op
118,99599,Engine Designer,412874,08/23/2016 03:39 PM,Responsibility:d832274b-3748-44ec-a09c-b1e4d320a670,FullTime
119,94774,Medical Orderly,365141,11/19/2017 02:16 AM,Responsibility:24aca722-e9cc-4db8-ac55-0c6c56f78aed,PartTime
120,93569,Mortarman,377972,10/17/2016 04:16 AM,Responsibility:3c93c40c-7dc1-4039-883c-961b7f79e307,PartTime
121,90405,Guitarist,364131,06/09/2017 12:45 AM,Responsibility:393c0a96-efef-4598-ac20-0376909e063a,PartTime
122,97894,Tool Pushers,255524,12/03/2015 02:20 PM,Responsibility:31daadab-fa94-47fb-b4a1-c03064736154,PartTime
123,94656,Certified Public Accountant,230694,09/26/2017 11:12 PM,Responsibility:50b37083-2c59-44aa-826e-d0a1ca636f86,PartTime
124,90391,Industrial Chemist,343196,01/04/2017 08:19 PM,Responsibility:91d84da5-518c-47f5-992c-857f3a0209ea,FullTime
125,91350,Conservation Enforcement Officer,115483,12/13/2015 09:41 PM,Responsibility:3ebbc41c-4bc0-454b-a363-0a731fd0112b,Co-op
126,95685,Psychologist Research Assistant,440169,10/16/2016 11:55 AM,Responsibility:b8e42ffe-0cef-4d3e-a1f2-5febb52ca28a,Co-op
127,99052,Clinical Rehabilitation Aide,369615,08/31/2016 12:52 PM,Responsibility:fb51b824-8c64-438c-baa3-c56092b1abde,Co-op
128,92638,Dough Scaler and Mixer,60170,01/04/2015 05:20 PM,Responsibility:68ce070b-e2ab-46fe-b399-f46f3ca77858,PartTime
129,95407,Director of Strategic Sourcing,223114,09/18/2017 03:36 AM,Responsibility:e0e27aaa-9462-4411-8708-6e2646b93a57,Co-op
130,96132,Steel Tier,249820,01/03/2017 05:13 AM,Responsibility:0149d568-d69d-47e7-93f4-33cb807873fe,Co-op
131,95572,OR Tech,335876,10/24/2017 06:02 PM,Responsibility:f30f4c3c-910d-4d59-9da4-acdc47a47366,FullTime
132,94101,Financial Auditor,133073,06/19/2017 05:09 AM,Responsibility:a7c8d5da-5487-431f-88c9-8af472dadbba,FullTime
133,92854,RV Servicer,228676,11/05/2016 03:21 AM,Responsibility:73d49311-5fc1-450c-b1d0-7cb6fbecb271,FullTime
134,93779,Rock Mason,329080,12/16/2016 07:36 AM,Responsibility:da704c46-fb08-4f32-9791-faa0bd9d02ef,Co-op
135,95131,Hot Dog Vender,408360,06/13/2015 08:33 PM,Responsibility:9e9bc8bf-c454-4a7c-8b0e-694c75f97de6,Intern
136,94631,Construction Health and Safety Technician,153478,01/30/2015 02:12 PM,Responsibility:f9f0636d-de34-4251-a78a-ce643b0a3895,Co-op
137,98088,Air Defense Artillery Senior Sergeant,164292,10/20/2016 10:07 PM,Responsibility:2d77e3e0-18b5-4845-baed-ed23defd12f9,FullTime
138,91418,Bank Branch Manager,252960,12/18/2015 04:06 AM,Responsibility:8f38919b-862b-49e8-9de9-c8c55e24ffe3,FullTime
139,94330,Computer Customer Support Specialist,164802,05/19/2015 04:19 PM,Responsibility:51dc1772-a3b9-46e6-9752-753676a5cf78,Co-op
140,91383,Certified Corporate Travel Executive,479625,06/17/2016 12:48 AM,Responsibility:24f8c933-ee06-45b8-88c0-a8c20e0f5cab,Co-op
141,92471,Cryptographer,413562,06/25/2017 06:54 AM,Responsibility:e69e9b1c-9b9b-4e14-bf9d-f4fd9857e5ed,PartTime
142,93102,Marketing Analyst,129020,05/30/2015 06:00 AM,Responsibility:a0bb546b-2a9d-4ac3-b233-0f7dd9622136,Intern
143,96769,Can Sealer,348720,08/23/2017 11:06 AM,Responsibility:cbe6da23-e9bc-4f14-9693-175ea2c2ac2e,FullTime
144,93085,Logging Flatbed Truck Driver,209139,03/14/2015 02:40 AM,Responsibility:0bbe6fe6-8220-4cee-be2a-843f4961fa74,Intern
145,90282,Customer Contact Specialist,293939,03/14/2016 05:08 AM,Responsibility:2b43c21b-0e8d-4954-8ad3-cdf8730f13d2,PartTime
146,95988,Grocery Checker,432647,09/19/2015 11:11 PM,Responsibility:03da48a1-44fe-4129-99d7-35b3b389f654,Intern
147,93130,Tree Pruner,380147,05/17/2017 01:51 PM,Responsibility:361f5ba4-d28f-47d0-9744-b81d6e08dc05,Intern
148,99750,Emergency Medical Service Coordinator,391298,05/15/2017 11:58 PM,Responsibility:89440d36-3444-45ed-8ad6-9274903d4e78,Intern
149,98727,Neurosurgical Nurse Practitioner,324442,10/28/2016 02:21 AM,Responsibility:7f8901aa-ff09-4d71-81b1-6fc32b8096e4,PartTime
150,93905,Farm Management Specialist,255742,05/19/2016 06:39 PM,Responsibility:3c1dd4c7-b9d5-4f38-97c0-13a804edccaf,Intern
151,98429,Marine Diesel Technician,296593,08/27/2016 03:36 AM,Responsibility:116c1798-3889-4932-a475-f927c3a05a9e,Co-op
152,95842,Brokerage Purchase-and-Sale Clerk,427889,01/22/2017 01:24 PM,Responsibility:59cea519-13c4-4277-ac6c-31daaaa6060f,Co-op
153,90172,Veterinary Attendant,336271,06/14/2017 12:46 PM,Responsibility:f769a625-559b-452f-bbd3-b93662c22450,Co-op
154,96041,Security Officer,193422,03/28/2017 08:29 AM,Responsibility:d2256104-ea19-4a93-85c8-8d9a069b37fb,Intern
155,92534,Remotely Piloted Vehicle Engineering Technician,165793,11/05/2015 09:15 PM,Responsibility:7c8ff373-70c4-4997-b38d-ae5f8875bc0f,FullTime
156,94643,Bus Monitor,181047,11/23/2015 03:13 AM,Responsibility:2581399b-cfa8-455a-8c2e-70c2e90d479d,PartTime
157,97159,Over The Horizon-Targeting (Oth-T) Supervisor,105572,05/04/2015 01:31 PM,Responsibility:5dd35cd5-c6c1-46b5-999d-004675175159,FullTime
158,99798,Medical Billing Supervisor,183908,01/31/2017 07:10 AM,Responsibility:a1f4d4e0-a1ab-40f9-936d-ddb51c9c0849,Co-op
159,93325,Residential Roofer,69642,09/01/2015 11:29 PM,Responsibility:eabc7cc4-6d96-4864-a012-9aca5a88ff04,Co-op
160,94126,Editorial Assistant,67404,07/25/2015 05:05 PM,Responsibility:958c6ca8-5126-4025-bcf8-0baff3ba29c9,Intern
161,93784,Cashier Supervisor,282263,09/18/2016 03:38 AM,Responsibility:da855a3e-b5e8-43ae-9c0e-4bb60fb05b60,PartTime
162,92008,Airline Reservationist,252096,10/24/2015 03:51 PM,Responsibility:dddb90a6-764d-4119-a777-a9278ceb09c9,Intern
163,94814,Department Store General Manager,457593,07/13/2017 11:08 PM,Responsibility:cd66243e-07f9-4240-b313-08c7fa0dc7a5,FullTime
164,97611,DTP Operator,231752,05/13/2016 03:26 AM,Responsibility:e074f301-8c8c-4ba1-9524-24a97d860790,FullTime
165,90526,Auto Carrier Driver,489668,05/24/2017 02:34 PM,Responsibility:ee4ac292-f831-4c65-9d42-66fd503e72c6,Intern
166,90426,Policewoman,261989,08/12/2017 07:10 AM,Responsibility:578cd7f7-5bfc-4bba-96e4-7c3f87c13939,FullTime
167,97000,Sampling Expert,197638,02/18/2016 07:15 AM,Responsibility:2c73bddd-1103-4d58-87b7-3e421d98bef7,Intern
168,97884,Postal Service Window Clerk,161914,10/12/2015 07:19 PM,Responsibility:96b27e97-35db-4943-badc-67edf6ae5f47,Co-op
169,95527,Fence Builder,276685,08/13/2016 07:22 AM,Responsibility:cc10c5f2-e6c0-47c6-bac3-46acdc4afa24,FullTime
170,90760,Appliance Parts Counter Clerk,200734,05/21/2017 02:25 PM,Responsibility:789336da-d362-4230-bd1c-20754913c073,PartTime
171,95145,Aeronautical Engineer,82181,06/24/2016 06:25 AM,Responsibility:d6d06e05-918e-4ff0-b9ae-edc0b9b9dcfc,FullTime
172,98884,Certified Nurse Midwife,281569,01/14/2015 01:12 PM,Responsibility:6a5c8a6f-3cbc-492c-991b-9d41595e53b2,PartTime
173,96666,Publicity Director,336769,02/07/2015 10:26 PM,Responsibility:9f9c6162-a215-49b3-96e1-98ffd0664bfa,Co-op
174,97752,Violinist,290846,08/25/2017 03:53 PM,Responsibility:1bc5b56a-c89c-40c1-a2fa-a75ed5633b87,PartTime
175,95172,Aircraft Landing Gear Inspector,141343,09/27/2015 02:54 PM,Responsibility:c6c54f40-b1a6-4a68-a680-cecfa58819b5,FullTime
176,99300,Display Artist,237881,11/21/2015 10:11 PM,Responsibility:9a8d0715-16be-4c3d-9562-a250a6bd8851,Intern
177,91918,Health Care Manager,101249,06/24/2017 01:17 PM,Responsibility:912c7848-7df3-44de-beaa-743d9081cee4,Intern
178,94775,Rug Designer,238841,02/13/2017 10:26 PM,Responsibility:30d8b602-0fdf-469d-96ed-151485f31f30,Intern
179,95778,Space Scientist,344999,08/31/2016 11:31 AM,Responsibility:9013049a-75d8-4312-b1de-ef7c6c35344c,FullTime
180,95518,Air Hammer Operator,422530,12/14/2016 09:32 PM,Responsibility:b8a32141-b51a-46d8-8604-6fcc8cee83a7,FullTime
181,94631,Hydroelectric Machinery Mechanic,115057,10/14/2015 12:52 AM,Responsibility:a62e3d82-9ef5-4b0e-ada2-261f65c049ba,Intern
182,93049,Comptroller,217875,02/01/2016 03:52 PM,Responsibility:0121ea39-68c2-4604-b5eb-f2be018cea1f,PartTime
183,93717,Assistant Paralegal,181320,07/05/2015 09:07 AM,Responsibility:66e3d812-f03a-44dd-b0ed-bf7ed474d665,Intern
184,93914,Operations Intelligence Superintendent,390570,09/25/2016 03:44 AM,Responsibility:98b01433-8867-488a-b2a8-962bb6ee7ee8,FullTime
185,95345,Mathematical Statistician,396150,03/21/2015 05:23 AM,Responsibility:ed8988a6-dce2-4e7b-8914-2b3653cbebea,PartTime
186,99636,Certified Personal Trainer,57909,10/10/2015 07:03 AM,Responsibility:3cd08c70-c4e6-4514-a2e3-e31162d74eea,Intern
187,91205,Block Layer,164127,05/17/2015 05:31 AM,Responsibility:6a72235a-5570-4f79-a7e3-a0a1967df5da,Intern
188,90247,Internet Marketing Manager,186093,08/13/2017 11:27 PM,Responsibility:6032fab2-bc14-4a9b-a461-a96aa5f6d134,Intern
189,98755,Beam Builder,208554,07/11/2016 05:29 PM,Responsibility:53d25d4f-6152-464b-83ae-2c7dc8073172,Intern
190,91060,Statement Clerk,237797,12/04/2016 01:15 PM,Responsibility:5bf1b45f-d853-43de-9173-1bf3e1e7cbca,Intern
191,99174,Light Rail Operator,365854,02/03/2017 08:43 AM,Responsibility:687d66b6-4647-43d2-8c7d-6f40d5b343c9,Co-op
192,94756,Air Battle Manager,402764,12/02/2017 06:23 PM,Responsibility:3bbedd7c-768c-43b6-81e5-eb963fc5ed81,Intern
193,96218,Agricultural Agent,194655,04/16/2015 12:34 AM,Responsibility:a9b752fe-2e2e-46e0-8f5d-b3601caf03a7,FullTime
194,98242,Elderly Companion,320855,10/04/2016 05:06 AM,Responsibility:c6d036a2-cede-440a-9244-4bc9a4bf37f2,PartTime
195,99474,Building Carpenter,371902,06/22/2017 01:55 AM,Responsibility:1152aa07-d234-40ab-907e-53b30e5eaa50,Co-op
196,93979,Truck Driver Supervisor,201614,11/06/2015 01:57 PM,Responsibility:5f499874-3398-4d55-921b-311badc5afcf,PartTime
197,93131,Historiographer,320690,08/31/2015 09:31 AM,Responsibility:a2e3cd44-c1d6-4bf7-80d1-f6c9e4f4ba7b,Intern
198,93243,Sterile Preparation Technician,366123,09/05/2015 07:50 PM,Responsibility:d3fe534d-9712-4263-9d58-d7d5999d2bb5,PartTime
